Step,Distance,Delta Roll,Delta Pitch,Delta Yaw,Force
184,0.3524183677359069,0.0008388171419068336,0.007674225694795034,-0.0004700805420793056,0.5
185,0.35232199251124274,0.0008789506912231459,0.007712536628081979,-0.00045248868731774116,0.5
186,0.35222186298344205,0.0009183248897589813,0.007749211555322266,-0.0004350818561186215,0.5
187,0.35211791895842304,0.0009577627089419671,0.0077853907225236,-0.00041761432658611597,0.5
188,0.3520100663751698,0.0009972047549822172,0.007820860725538649,-0.00039984031322330693,0.5
189,0.3518983998593458,0.0010024256009867117,0.007452390129413944,-0.00032208383510707597,0.5
190,0.35178281324331134,0.0009314185322040203,0.00667584284089935,-0.0002268497048863755,0.5
191,0.35182714245125196,0.0008202517966704904,0.005825066111337086,-0.00015077558266668732,0.5
192,0.35191186931445956,0.0006675924357240072,0.004900142829412202,-9.448095368908006e-05,0.5
193,0.3519721559114408,0.0004927085461591041,0.003948946376630014,-4.729822428510001e-05,0.5
194,0.35200875360266476,0.0003977204754915143,0.0034351977033486576,-5.012170539919759e-05,0.5
195,0.3520402396652677,0.0003899097063443158,0.0033216080441325737,-6.622234056079814e-05,0.5
196,0.3520417099278113,0.00044856516145577177,0.003213882247472455,-1.7882208183797596e-05,0.5
197,0.35204907166628985,0.0005421516756983991,0.003172110561624253,4.2434663164003794e-05,0.5
198,0.3520596889073055,0.0006562950859538397,0.00314149503530905,0.00011111636087010325,0.5
199,0.35207293279676927,0.000722679723575137,0.003062611242701485,0.00016928399608771017,0.5
200,0.35208665091238567,0.0007756696871354052,0.0029777530975239053,0.00022256731557091514,0.5
201,0.3521007329090115,0.0007998834948892864,0.002948520855256831,0.000229690987858025,0.5
202,0.35211539321577195,0.0004638969515050385,0.0034164302195908826,5.656174671595239e-05,0.5
203,0.3521309003303494,7.156972317767798e-05,0.003963986829274036,-0.00015562153832287542,0.5
204,0.35200942913852373,-0.00029347149321434784,0.004519439803725268,-0.0003601962229834416,0.5
205,0.35187040347707127,-0.0006264991477240578,0.004990410108210064,-0.0005434093037730376,0.5
206,0.35173532734584084,-0.000945556018917415,0.005438574105933269,-0.0007186392697699607,0.5
207,0.35165375324761233,-0.0009045734437294506,0.00538596096005315,-0.0007093894220801867,0.5
208,0.3515916531315574,-0.0008155933753038802,0.005261422161314622,-0.0006664750129131675,0.5
209,0.35153100881926375,-0.0007617475186063594,0.005135891684636974,-0.0006368348105447313,0.5
210,0.3514687128108504,-0.0007466254738567991,0.0051001848463578135,-0.0006339575553431287,0.5
211,0.35140491564632526,-0.0007514101659993778,0.005091607536827226,-0.0006443060220836933,0.5
212,0.3513405699738985,-0.0007579549536008478,0.005085409505139938,-0.0006571896447569892,0.5
213,0.35127635675297075,-0.0007637654332041778,0.0050785376004789835,-0.000670814966399469,0.5
214,0.3512127998633772,-0.0007684743099415138,0.005070337719771345,-0.0006846868690705582,0.5
215,0.35114907376087257,-0.0007732665537655948,0.005062476507092706,-0.0006993496679742861,0.5
216,0.3510856213972797,-0.0007789338294347916,0.005055746960780793,-0.000715167938717512,0.5
217,0.35102185547641057,-0.0007859622699917247,0.0050506538494602855,-0.0007323686860421869,0.5
218,0.3509575156941174,-0.0007935986566346642,0.005046005166782508,-0.0007504151154500233,0.5
219,0.3508924943934645,-0.0008021674109935262,0.00504238277864717,-0.0007694555240303603,0.5
220,0.35082675018154447,-0.0008112191043269769,0.005038989771642655,-0.0007891470351205382,0.5
221,0.35076028064948755,-0.000820463968026175,0.005035554806479481,-0.0008092559550054751,0.5
222,0.3506931016867943,-0.0008297968843899107,0.005031956842897745,-0.0008296627401964685,0.5
223,0.35062524045777727,-0.0008391347547453521,0.005028102555761161,-0.0008502681902282788,0.5
224,0.3505567442373645,-0.0008486006372392831,0.005024147102127197,-0.0008711186629132284,0.5
225,0.35048769288259063,-0.0008566901358559422,0.005018270964925598,-0.0008899458750920048,0.5
226,0.3504179866696559,-0.0008614092025925224,0.005008119674539069,-0.0009042061634511434,0.5
227,0.35034936147537127,-0.0008624607074605885,0.004993503571381752,-0.0009136104138274538,0.5
228,0.35028408292281216,-0.000860047728923874,0.004974761310630972,-0.0009182619429392026,0.5
229,0.35022258060434014,-0.0008541519960822086,0.004951961121535019,-0.0009181169248818872,0.5
230,0.3501647631127977,-0.000846254745827757,0.004926996785170145,-0.0009153558206980439,0.5
231,0.3501105326291861,-0.0008382317103905912,0.004902191051475846,-0.0009123669789527195,0.5
232,0.35005991091242616,-0.0008302253456373699,0.00487766719692866,-0.0009092592540819843,0.5
233,0.3500130183453801,-0.0008218814164088427,0.004853032693278592,-0.000905753012236954,0.5
234,0.34997003022640855,-0.0008129180764524513,0.004827982975640799,-0.0009016430620304107,0.5
235,0.34993114954466137,-0.0008031107922446879,0.0048022983039728295,-0.0008967243066518028,0.5
236,0.3498965468718642,-0.0007923273927111119,0.004775857606153488,-0.0008908825682837214,0.5
237,0.3498664715641817,-0.0007804739265883322,0.0047485897644498065,-0.0008840327134649746,0.5
238,0.34984118408352927,-0.000767455233600689,0.004720426663639765,-0.0008760876737967022,0.5
239,0.3498209573358642,-0.0007527990756003079,0.004690912482926857,-0.00086663057221264,0.5
240,0.34980609098189014,-0.0007365198546602337,0.004660157963690415,-0.0008556927883130033,0.5
241,0.34979722579979033,-0.0007187731332367165,0.004628100231957699,-0.0008435477321157153,0.5
242,0.34979458422325843,-0.0007006835571760738,0.004596293164063426,-0.0008317623167590938,0.5
243,0.34979840614471613,-0.000682916411069634,0.00456531150520716,-0.0008212732762443997,0.5
244,0.34980752152585187,-0.0006661501973423967,0.004535856699950692,-0.0008129518045442484,0.5
245,0.3498214424660268,-0.0006505099241566726,0.004507985879294019,-0.0008071284058084245,0.5
246,0.3498399692843188,-0.0006358955871611727,0.004481850939485388,-0.0008037478353487976,0.5
247,0.34986308607404576,-0.0006208090732259031,0.004455553638379839,-0.0008011179547458114,0.5
248,0.34989089990692784,-0.0006049964460935976,0.0044290392934351,-0.0007987043227603241,0.5
249,0.34992395890928557,-0.0005881186912004566,0.004401899610458027,-0.000795995060598026,0.5
250,0.34996209524879396,-0.0005697821996927033,0.004373776835542209,-0.0007925253844947301,0.5
251,0.35000561402726765,-0.0005492792663662982,0.0043440206524941296,-0.0007876775011533194,0.5
252,0.3500549620904586,-0.0005272921012486443,0.00431328845026322,-0.0007818401505296891,0.5
253,0.35011098086010517,-0.0005023102967920857,0.0042801790875252495,-0.0007739083365717853,0.5
254,0.35017372832519394,-0.0004747823792525807,0.004245280983718791,-0.0007641766142972434,0.5
255,0.350244403207283,-0.00044408834393019355,0.004208161649465136,-0.0007522297869783311,0.5
256,0.350322942419225,-0.0004102011361361236,0.004168744649325574,-0.0007380992960451361,0.5
257,0.350410292502297,-0.00037681782500840203,0.00413071693589755,-0.0007242549904410785,0.5
258,0.35050741007914066,-0.0003432976234775787,0.004093322374247821,-0.0007102782607188524,0.5
259,0.3506110374875248,-0.00030307534408731136,0.004050584458780194,-0.0006926495830068435,0.5
260,0.35072272611695854,-0.0002698555074087672,0.004016059765051461,-0.0006795470152387544,0.5
261,0.3508478113089698,-0.00024718638555727425,0.003989372881164944,-0.0006721816303921046,0.5
262,0.3509729105230381,-0.00023019449482486468,0.003968506153027462,-0.0006676417958146775,0.5
263,0.35109849215212996,-0.00022102976862310445,0.00395520284474813,-0.000668093573261297,0.5
264,0.35122481055276206,-0.00022572785093206708,0.0039546175736001835,-0.0006759924187196898,0.5
265,0.35135019319746685,-0.0002040911910614618,0.003931124769052418,-0.0006645372221168039,0.5
266,0.3514760265187045,-0.00015635665937239196,0.0038880800739161895,-0.0006340485676606889,0.5
267,0.35159423212450114,-8.620703002852892e-05,0.00382633276267228,-0.0005865666920422813,0.5
268,0.35170860619965083,-8.505841891404131e-05,0.0038229766401748134,-0.000591026976898193,0.5
269,0.35182069411911504,-0.00017057187242528472,0.0038910064408273384,-0.0006604634972349338,0.5
270,0.3519135330282575,-0.00020996477936634507,0.003919946909247418,-0.0006924016055566307,0.5
271,0.35194655960000176,-0.0002487708524756549,0.003948027739822191,-0.0007257747720214508,0.5
272,0.35203650595396213,-0.00031108523281080385,0.0039957941963582495,-0.0007760618356302319,0.5
273,0.3521482864932604,-0.0003051167873134198,0.003985628841920663,-0.0007734187409634219,0.5
274,0.35226281404038867,-0.00021297286489474487,0.003904300138850392,-0.0007052224182029722,0.5
275,0.35237947341257103,-0.00019440676012765222,0.003884897468693849,-0.0006931397178728261,0.5
276,0.3524980201290345,-0.00020077860692966354,0.0038868078013468924,-0.0006970955509353866,0.5
277,0.3526176164654487,-0.000205190466969718,0.003886672788616918,-0.000699822967010208,0.5
278,0.35273815657130647,-0.00020728322095626693,0.003885580917581244,-0.0007010261550911613,0.5
279,0.352859486039185,-0.00020742678318361744,0.003883568454521447,-0.0007014022594969499,0.5
280,0.3529819002709146,-0.00020680145413267683,0.0038806918659392677,-0.0007010236158962152,0.5
281,0.3531040265799899,-0.0002055784526458382,0.003877201544552111,-0.0007001494639578888,0.5
282,0.3532269783613637,-0.00020405461101242754,0.003873324533910738,-0.0006989728416377601,0.5
283,0.3533505195228096,-0.00020283884888447904,0.00386862339597176,-0.0006979165161322854,0.5
284,0.35347470303492945,-0.0002021516898428111,0.003863813104751968,-0.0006968132920198017,0.5
285,0.3535995256269915,-0.00020133683774972158,0.0038594399900930836,-0.0006958502519574056,0.5
286,0.3537249942122146,-0.00020069415141481527,0.0038549415342128417,-0.0006948466172885138,0.5
287,0.3538508732564081,-0.00020015331118123926,0.0038502633163201238,-0.0006938089457226238,0.5
288,0.3539776153658186,-0.00017115500810440667,0.0038250503942167226,-0.0006708466419610038,0.5
289,0.35410512572285213,-0.00011622459204962965,0.0037830110555180595,-0.0006277367704457859,0.5
290,0.35422931876884367,-3.818240861503952e-05,0.0037255231298056746,-0.0005660642557085871,0.5
291,0.3543522744280958,0.00015806706916361436,0.0035885468774714546,-0.00035904427304263574,0.5
292,0.35447588581194034,0.00047523419832771194,0.0033834065029196836,-5.3589808887033355e-06,0.5
293,0.3546244195459185,0.0008693060813698139,0.0031327201562286523,0.00042460065311424885,0.5
294,0.35476587682545085,0.0013438446586914845,0.0028323510346601743,0.000933823053856947,0.5
295,0.3548812457800047,0.0019023632175533046,0.0024803125275568937,0.001524962417419773,0.5
296,0.3549714473760325,0.0024503329416945443,0.002140922683369029,0.0020716362567673842,0.5
297,0.355037788657996,0.0029845215567298133,0.001802245533453517,0.0025722673510010785,0.5
298,0.3550818186038481,0.0026017449360802303,0.0013063340824419623,0.0022585111144584006,0.5
299,0.35510510883431884,0.002112434524253093,0.0008778530608235081,0.0018451328287321545,0.5
