Step,Distance,Delta Roll,Delta Pitch,Delta Yaw,Force
93,0.6670618262086765,1.9684575247147505e-06,0.004550022414328458,-1.1024047253282989e-06,0.5
94,0.6670841211479831,1.990481715274939e-06,0.004550022608088135,-1.0756904313957705e-06,0.5
95,0.6671080387678089,2.012918884375381e-06,0.004550023133064245,-1.0476292596317552e-06,0.5
96,0.6671335775986811,2.035698332392144e-06,0.004550022965092926,-1.017223704002923e-06,0.5
97,0.6671607361255597,2.0587636296198754e-06,0.004550022807376984,-9.885203844817171e-07,0.5
98,0.6671895368694978,2.062400717139923e-06,0.004549844611417323,-9.703668465199656e-07,0.5
99,0.6672199819444601,2.0610435859325094e-06,0.004549627293672902,-9.793052243356472e-07,0.5
100,0.6672522192730836,2.0805467759288375e-06,0.00454961348632789,-9.970265523184807e-07,0.5
101,0.6672865554998753,2.100992760301068e-06,0.004549609306194448,-1.0142262931944757e-06,0.5
102,0.6673226892166925,2.121446644309799e-06,0.004549605545902075,-1.0301707023208096e-06,0.5
103,0.6673604572955011,2.161435476466522e-06,0.004549779203525735,-1.0370841417417512e-06,0.5
104,0.6673998577917875,2.20672796995558e-06,0.004549992629757128,-1.017392599700351e-06,0.5
105,0.6674409078772855,2.2313964519682373e-06,0.00455000255608283,-9.89418116703611e-07,0.5
106,0.6674835876409164,2.2554160475252162e-06,0.004550002739088771,-9.611882211491008e-07,0.5
107,0.6675278953655559,2.279622713174945e-06,0.0045500023145038405,-9.337264619269094e-07,0.5
108,0.6675738293188153,2.3042424794006423e-06,0.004550002725790315,-9.060056228138436e-07,0.5
109,0.667621406450858,2.3289654230929107e-06,0.0045500032134205065,-8.800987845836162e-07,0.5
110,0.6676706258963775,2.354015212446825e-06,0.004550003438549563,-8.539788227679423e-07,0.5
111,0.6677215106943932,2.3794007867117276e-06,0.004550003664022007,-8.276433535625572e-07,0.5
112,0.6677740167095338,2.40498747050566e-06,0.0045500037855806304,-8.019889360610932e-07,0.5
113,0.6678281420257496,2.4310608644384503e-06,0.004550004399932923,-7.75051169665808e-07,0.5
114,0.6678839220314745,2.457666967714545e-06,0.00455000430225585,-7.457996740400929e-07,0.5
115,0.6679413181559098,2.4846550206625297e-06,0.00455000446540525,-7.162538966154486e-07,0.5
116,0.6680003283016481,2.5136961301797102e-06,0.004550096910602824,-6.929120567322755e-07,0.5
117,0.6680609503710142,2.542772912317304e-06,0.004550249084532121,-6.865329977623347e-07,0.5
118,0.6681233418912923,2.566602166087506e-06,0.00455026447020886,-6.874776909748803e-07,0.5
119,0.668187825277515,2.5897320602652486e-06,0.004550272508738385,-6.915742206903276e-07,0.5
120,0.6682540742083475,2.6126737764364805e-06,0.004550279659968065,-6.96985687143048e-07,0.5
121,0.6683220011310634,2.6338469719888736e-06,0.004550194323517725,-6.964422835320506e-07,0.5
122,0.668391567188241,2.6554637259756933e-06,0.00455005040864997,-6.780365587433224e-07,0.5
123,0.6684627507686572,2.682560636024789e-06,0.0045500422191627424,-6.525494158138301e-07,0.5
124,0.6685355693532729,2.7106591290682052e-06,0.004550041418966283,-6.241492372716097e-07,0.5
125,0.6686100012690156,2.7392437787376884e-06,0.00455004155373207,-5.946766598707854e-07,0.5
126,0.6686860442002771,2.7678929958696592e-06,0.004550042105285113,-5.665880396854561e-07,0.5
127,0.6687636957560122,2.7970251624154227e-06,0.004550042098484791,-5.374267480595663e-07,0.5
128,0.668842991480749,2.826378714537725e-06,0.004550042774986385,-5.088006146625191e-07,0.5
129,0.66892389162569,2.855926556044608e-06,0.004550043386910146,-4.806948845859083e-07,0.5
130,0.6690064135793813,2.885819739084639e-06,0.004550043840973634,-4.5234310763753177e-07,0.5
131,0.6690905543174741,2.9162256186765495e-06,0.004550044494821909,-4.2286986303707866e-07,0.5
132,0.6691762927851311,2.939022291492677e-06,0.004549941737472718,-4.0051092631276935e-07,0.5
133,0.6692636459186647,2.953967353303e-06,0.004549775410847956,-3.9711834385336433e-07,0.5
134,0.6693527103483556,2.977370743550978e-06,0.004549762091648657,-3.9813519596698655e-07,0.5
135,0.6694437572988238,3.0003989023974505e-06,0.00454975856258798,-4.0358862547495987e-07,0.5
136,0.6695365618884073,3.023652357203588e-06,0.004549756665689575,-4.0860230583472655e-07,0.5
137,0.6696310574273768,3.054777486433125e-06,0.0045498583331323615,-4.0662178448780393e-07,0.5
138,0.669727148495423,3.0939306369326403e-06,0.004550022875026017,-3.858480660756669e-07,0.5
139,0.6698248320759833,3.1248582989640286e-06,0.004550034805608828,-3.608438671420799e-07,0.5
140,0.6699241233722915,3.1564349180612797e-06,0.004550037309313843,-3.3151586786850373e-07,0.5
141,0.6700250195708701,3.1882051918508125e-06,0.00455003784675812,-3.019326687114798e-07,0.5
142,0.6701275003702724,3.220336933917878e-06,0.004550038375836113,-2.720590312366156e-07,0.5
143,0.6702315627756485,3.252361872796428e-06,0.004550039035429587,-2.436522741566805e-07,0.5
144,0.6703372037707112,3.284942741732522e-06,0.004550039774850345,-2.1411566619722325e-07,0.5
145,0.6704444767311685,3.317611193764947e-06,0.004550040084325901,-1.8517539299711674e-07,0.5
146,0.6705533228668495,3.3506561456064794e-06,0.0045500406689522824,-1.5594080953196258e-07,0.5
147,0.6706637574426457,3.384062059819115e-06,0.0045500412571807146,-1.2641275264346775e-07,0.5
148,0.6707757591641867,3.4180591510946103e-06,0.004550042123900677,-9.563438434501137e-08,0.5
149,0.6708893247816671,3.4524252277456926e-06,0.004550042697433099,-6.454732186522704e-08,0.5
150,0.6710044884588826,3.487440185701019e-06,0.004550043526207459,-3.224900375631279e-08,0.5
151,0.6711212100288204,3.5228363587158643e-06,0.004550044082767224,3.807932635879732e-10,0.5
152,0.6712394861450506,3.5581148299712594e-06,0.004550044559929401,3.167260362868518e-08,0.5
153,0.6713593134320106,3.5956472512310713e-06,0.00455007146979306,6.377408885427372e-08,0.5
154,0.6714807255429637,3.647670150908056e-06,0.004550346381154114,8.306658740853124e-08,0.5
155,0.6716037260074401,3.6771723876505294e-06,0.004550371332793091,8.895132737052336e-08,0.5
156,0.671728738374433,3.704270416005074e-06,0.004550381934029735,9.034117172124212e-08,0.5
157,0.6718554520982994,3.731181823418695e-06,0.00455038736606681,9.228889796819574e-08,0.5
158,0.6719838019969246,3.7566312864001366e-06,0.004550365797116529,9.523136457190162e-08,0.5
159,0.6721137105471789,3.7679558241521254e-06,0.004550096145748982,1.1114881168783342e-07,0.5
160,0.6722451559672716,3.801934635738746e-06,0.004550077017621368,1.3984531104238586e-07,0.5
161,0.6723781346744678,3.83864129291922e-06,0.004550071718550053,1.7318743423810902e-07,0.5
162,0.6725126619919375,3.876422013338043e-06,0.0045500716734680376,2.0781721992158e-07,0.5
163,0.6726487152806604,3.914679259242605e-06,0.0045500722476002125,2.4284379454009295e-07,0.5
164,0.6727862908313889,3.953372710618908e-06,0.004550072824472728,2.782592890326896e-07,0.5
165,0.6729253848184977,3.992482630632565e-06,0.0045500733480499655,3.1405987843680094e-07,0.5
166,0.6730659933775606,4.032043838275712e-06,0.004550073923107944,3.5026095439594236e-07,0.5
167,0.673208131610333,4.0717082026020535e-06,0.004550074361063372,3.859393411520529e-07,0.5
168,0.6733517767156857,4.111528553796262e-06,0.00455007529287328,4.2118406935465207e-07,0.5
169,0.6734969432821477,4.1517634898902145e-06,0.004550075907979423,4.568072152988379e-07,0.5
170,0.6736436282983493,4.192706102124078e-06,0.004550076018691885,4.936321281956425e-07,0.5
171,0.6737918086617305,4.233850838186726e-06,0.004550077062273684,5.30057770231629e-07,0.5
172,0.6739414803329594,4.27576945929431e-06,0.004550077814166354,5.678051591129218e-07,0.5
173,0.6740926581716342,4.318452005502849e-06,0.004550078069574415,6.068083099997068e-07,0.5
174,0.6742453191690477,4.361264147334509e-06,0.0045500784492259255,6.453153902796773e-07,0.5
175,0.6743994591955645,4.40457054082799e-06,0.004550079039528865,6.842668647033534e-07,0.5
176,0.6745550927698044,4.448024560410602e-06,0.004550079960105646,7.228235254119753e-07,0.5
177,0.674712197080881,4.491945282136812e-06,0.0045500805733039605,7.618132671805e-07,0.5
178,0.6748708056934258,4.5360063296584485e-06,0.004550081465948475,8.003622908869801e-07,0.5
179,0.6750308766403331,4.5690827537470115e-06,0.004549897933345548,8.220407523795714e-07,0.5
180,0.6751924248544471,4.601311765206617e-06,0.004549859387695499,8.34682506822837e-07,0.5
181,0.6753556939827624,4.633092432815289e-06,0.004549853265033843,8.437927473847751e-07,0.5
182,0.6755206646989447,4.662919349662786e-06,0.004549849323103584,8.481139074367761e-07,0.5
183,0.6756872040159099,4.692824457208645e-06,0.004549848928702438,8.523940536075969e-07,0.5
184,0.675855283882428,4.73460913967827e-06,0.004550033619887517,8.749288298970371e-07,0.5
185,0.6760248259430367,4.777284782164771e-06,0.004550072993775656,9.0592921866417e-07,0.5
186,0.6761958064729555,4.8215586812006e-06,0.004550079345124503,9.425752273806154e-07,0.5
187,0.6763682396570103,4.867911786110568e-06,0.0045500839144095645,9.835248677703134e-07,0.5
188,0.6765421020896539,4.915086592749418e-06,0.004550085059720876,1.0258918102135086e-06,0.5
189,0.6767174077034352,4.962392237661817e-06,0.00455008599288821,1.0678767802918543e-06,0.5
190,0.6768941333485933,5.010682856276816e-06,0.004550086858350456,1.1113852057098584e-06,0.5
191,0.6770722932001576,5.059534625218021e-06,0.0045500875574620795,1.1554267226543403e-06,0.5
192,0.6772518636071682,5.109425325411367e-06,0.0045500886170978475,1.2010010631113846e-06,0.5
193,0.6774328397789303,5.159405249344218e-06,0.004550088978015333,1.2461307673738985e-06,0.5
194,0.6776152168505005,5.21039388550193e-06,0.004550089440986594,1.2927257857286988e-06,0.5
195,0.6777990086552154,5.2620188932372976e-06,0.00455009011515658,1.3399157882565406e-06,0.5
196,0.6779841917613538,5.314270446898917e-06,0.004550090789943995,1.3877023155695057e-06,0.5
197,0.6781707611365969,5.366644157955847e-06,0.0045500912633205555,1.435075333455771e-06,0.5
198,0.6783587117836765,5.420152303781123e-06,0.0045500922758883846,1.4840604733556973e-06,0.5
199,0.6785480575801,5.474303578978379e-06,0.004550092951733364,1.5336667283483154e-06,0.5
200,0.6787387747618089,5.528590232284358e-06,0.004550093345906803,1.5828853903387952e-06,0.5
201,0.678930858189336,5.583551319610081e-06,0.004550094038097741,1.6327445420349918e-06,0.5
202,0.6791243215280035,5.639700131521153e-06,0.0045500949322769164,1.6842696487717746e-06,0.5
203,0.679319141052927,5.696539901212106e-06,0.004550095604893056,1.736461651491439e-06,0.5
204,0.679515311512438,5.754090849574568e-06,0.004550096275648752,1.7893363327692315e-06,0.5
205,0.6797128276868197,5.81289649339567e-06,0.004550097224982297,1.8439311723073004e-06,0.5
206,0.6799116843258092,5.871875235907709e-06,0.004550097629409034,1.8981956910524293e-06,0.5
207,0.6801118761484833,5.931040835172042e-06,0.004550098078288434,1.952135374572173e-06,0.5
208,0.6803134167153322,5.9909598467911e-06,0.004550098765864719,2.0067974720650027e-06,0.5
209,0.6805163009183633,6.051635425041725e-06,0.0045500994539532606,2.062190053186974e-06,0.5
210,0.6807205046433221,6.113080529246419e-06,0.00455010014128987,2.1183263202662062e-06,0.5
211,0.6809260224352125,6.175874053226949e-06,0.004550101073290969,2.1762655021628775e-06,0.5
212,0.681132848862551,6.240040308380657e-06,0.004550101957454089,2.2360343619576286e-06,0.5
213,0.6813409784648059,6.305039627996222e-06,0.004550102600997241,2.2966128452539537e-06,0.5
214,0.6815504057523524,6.3708963132569355e-06,0.004550103242028758,2.358020676807016e-06,0.5
215,0.6817611252066912,6.437625483446397e-06,0.004550103881748702,2.420273081793489e-06,0.5
216,0.6819731312806807,6.50470738925435e-06,0.004550104828557245,2.4824190389516334e-06,0.5
217,0.6821864183987705,6.572008954996989e-06,0.0045501053723870696,2.5443049446183252e-06,0.5
218,0.6824009998753582,6.6402018639166735e-06,0.004550106049361258,2.607056541759079e-06,0.5
219,0.6826168701627973,6.721931190956099e-06,0.004550292629637598,2.6698439668182417e-06,0.5
220,0.6828340049031583,6.7891141278586534e-06,0.004550409156235058,2.7166768483910527e-06,0.5
221,0.6830526480854459,6.844641902947757e-06,0.0045504245927747485,2.7548260204568466e-06,0.5
222,0.6832727756206243,6.898659879350788e-06,0.004550430969331098,2.7911646234723976e-06,0.5
223,0.6834942206840702,6.950288248841475e-06,0.004550438467514107,2.8231118946342454e-06,0.5
224,0.6837169643648865,6.988240486816011e-06,0.004550257291606631,2.854243819205849e-06,0.5
225,0.6839410412289461,7.041865807355663e-06,0.004550143882410884,2.9025969310536578e-06,0.5
226,0.6841663887147593,7.108491984286758e-06,0.0045501318410200225,2.9610396423462863e-06,0.5
227,0.6843929638428123,7.178640647165225e-06,0.004550128652595209,3.0238331652165936e-06,0.5
228,0.6846207801463915,7.252622246056718e-06,0.004550124188491722,3.0925123767788778e-06,0.5
229,0.6848498128071562,7.329124909105644e-06,0.004550122477064944,3.1643796954528017e-06,0.5
230,0.6850800560354879,7.406929837561194e-06,0.004550123034250664,3.2374385457112354e-06,0.5
231,0.6853115038694235,7.485805101659082e-06,0.00455012353840265,3.3115668138572477e-06,0.5
232,0.6855441503212831,7.565811949561408e-06,0.004550124101486963,3.3868081710464187e-06,0.5
233,0.6857780081917365,7.646967016139428e-06,0.004550124662263677,3.4631827445341655e-06,0.5
234,0.6860130525891379,7.729292991243143e-06,0.004550125220380786,3.5407134100218234e-06,0.5
235,0.6862492775881565,7.812813170016143e-06,0.004550125775800606,3.6194236347153464e-06,0.5
236,0.6864866771040543,7.897377537080531e-06,0.004550125635646251,3.6991478596259954e-06,0.5
237,0.6867252450276379,7.983238528908032e-06,0.004550126183296777,3.7801326557618257e-06,0.5
238,0.6869649943800564,8.069722291370596e-06,0.004550127225347911,3.861344054501004e-06,0.5
239,0.687205899975886,8.15743435413907e-06,0.004550127791139946,3.943791414862119e-06,0.5
240,0.6874479743064874,8.246447702298098e-06,0.004550128351685801,4.027529961381227e-06,0.5
241,0.6876911924219137,8.337560347460027e-06,0.004550129050466057,4.1137768548082935e-06,0.5
242,0.6879355482228188,8.430042739160371e-06,0.00455012958661456,4.201381644386438e-06,0.5
243,0.6881810354624823,8.52457088704739e-06,0.0045501296253172676,4.2914019211082176e-06,0.5
244,0.6884276478714711,8.620594152741745e-06,0.004550130134435637,4.382883667242154e-06,0.5
245,0.6886753791585117,8.718096170401424e-06,0.004550130642865181,4.4758286223300915e-06,0.5
246,0.6889242230107541,8.816389820420767e-06,0.0045501314773988,4.569189427527931e-06,0.5
247,0.6891741730939976,8.916176353501725e-06,0.004550131998101126,4.664041989910218e-06,0.5
248,0.68942524182459,9.016803132411155e-06,0.004550132955638197,4.7593648445642955e-06,0.5
249,0.6896774040539915,9.118959914822256e-06,0.0045501334875854395,4.856223489624335e-06,0.5
250,0.6899306721495583,9.222723488733208e-06,0.004550134014053131,4.954680083235629e-06,0.5
251,0.6901850209839581,9.328847347767067e-06,0.004550134207909018,5.05584872800835e-06,0.5
252,0.6904404442365452,9.436698480858043e-06,0.004550134708982578,5.158722104892099e-06,0.5
253,0.6906969354500362,9.546999636533827e-06,0.004550134766532255,5.264392145476471e-06,0.5
254,0.6909544881468777,9.659133135642151e-06,0.00455013524287744,5.371865780334773e-06,0.5
255,0.6912130958301095,9.773096276699533e-06,0.004550135717816284,5.4811552906652855e-06,0.5
256,0.6914727519835921,9.888151737058595e-06,0.004550136583881348,5.591186118225622e-06,0.5
257,0.6917334500722595,1.0005062098095153e-05,0.004550137070196092,5.703073842022733e-06,0.5
258,0.6919952021547525,1.0123111057325218e-05,0.004550137906845109,5.815758085492284e-06,0.5
259,0.6922579830206433,1.024308709594024e-05,0.004550138402057202,5.930373240592424e-06,0.5
260,0.6925218047821013,1.0365070233220308e-05,0.0045501388917294164,6.046988616104088e-06,0.5
261,0.6927866422184756,1.0489885385744913e-05,0.004550138982778051,6.166766731707796e-06,0.5
262,0.6930524888007557,1.0616860142587115e-05,0.0045501394459835035,6.288682531296885e-06,0.5
263,0.6933193378851755,1.0746803627448287e-05,0.004550139551141252,6.413889558776198e-06,0.5
264,0.6935871828102202,1.0878149066861909e-05,0.004550140202052577,6.540156885859183e-06,0.5
265,0.6938560168973594,1.1011747572720055e-05,0.0045501406556692995,6.668674137788599e-06,0.5
266,0.6941258519467862,1.1147673321776354e-05,0.004550141104143668,6.799509819921391e-06,0.5
267,0.6943966627832195,1.1285982372299943e-05,0.004550141548397346,6.932720134833481e-06,0.5
268,0.6946684427359421,1.1426732373109873e-05,0.004550141988387369,7.0683629107781695e-06,0.5
269,0.6949411850607384,1.1570856591713864e-05,0.00455014221190655,7.2076901819428945e-06,0.5
270,0.695214882997291,1.1717583522141695e-05,0.004550142625935472,7.349603164907847e-06,0.5
271,0.6954895297696946,1.1866956631045866e-05,0.00455014303646446,7.494151371423285e-06,0.5
272,0.6957651185867149,1.2019041304434097e-05,0.004550143442435139,7.641400362001783e-06,0.5
273,0.6960416426420067,1.2173905093781912e-05,0.004550143843765708,7.791417829650094e-06,0.5
274,0.6963190951143629,1.233161767233426e-05,0.004550144240396126,7.944273592763728e-06,0.5
275,0.6965974691679455,1.2492250939111216e-05,0.004550144632249231,8.100039691116833e-06,0.5
276,0.6968767579525215,1.2655879084899625e-05,0.004550145019254192,8.258790458692822e-06,0.5
277,0.6971569546037016,1.282257868737702e-05,0.004550145401340289,8.420602615943907e-06,0.5
278,0.6974380522431683,1.2992428811120506e-05,0.004550145778428072,8.585555367579546e-06,0.5
279,0.6977200439789181,1.316551108656583e-05,0.0045501461504479975,8.753730487209844e-06,0.5
280,0.6980029229054878,1.3341909834263534e-05,0.004550146517314047,8.925212434429675e-06,0.5
281,0.6982866821041956,1.3521712152009259e-05,0.004550146878947725,9.100088447966393e-06,0.5
282,0.6985713146433646,1.3705008034659016e-05,0.004550147235266611,9.278448661609318e-06,0.5
283,0.6988568135785643,1.3891890484174498e-05,0.004550147586186481,9.460386217519101e-06,0.5
284,0.6991431719528389,1.408245563894184e-05,0.004550147931617565,9.645997391971583e-06,0.5
285,0.6994303827969333,1.4276802894297447e-05,0.004550148271474819,9.835381718659163e-06,0.5
286,0.6997184391295332,1.4473959899063972e-05,0.00455014883166065,1.0027296888770466e-05,0.5
287,0.7000073339574897,1.4675061348601306e-05,0.004550149176357477,1.0223156901711938e-05,0.5
288,0.7002970787444173,1.4880240130477065e-05,0.004550149514116963,1.0423089510847027e-05,0.5
